Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Return_Probability,Return_Risk
20,20,20,183,119,1,6.14,1,1,0,1.4536817102137767,31,0,68,0,1,47.47,0.5552803374786917,Low
21,21,21,423,5,0,85.69,2,0,1,-418.0,30,0,19,1,2,24.58,0.9628248901477482,High
22,22,22,559,253,0,227.2,5,3,1,-304.0,65,0,90,2,1,27.94,0.9998685234707148,High
23,23,23,547,386,2,57.14,2,3,1,-159.0,41,0,21,2,2,43.06,0.9999964621778414,High
24,24,24,573,119,4,274.29,2,1,0,1.4536817102137767,18,1,83,2,0,2.49,0.005994079553363036,Low
25,25,25,691,119,2,371.15,5,1,0,1.4536817102137767,58,0,82,2,2,18.68,0.00015000630435142273,Low
26,26,26,63,119,4,232.97,5,1,0,1.4536817102137767,21,0,98,1,0,9.85,0.5401664496819534,Low
27,27,27,511,119,3,455.82,1,1,0,1.4536817102137767,52,0,1,3,0,11.96,0.008605375782981558,Low
28,28,28,500,611,4,106.6,5,1,1,113.0,53,1,66,0,2,18.42,0.9999947971312672,High
29,29,29,461,119,0,317.9,5,1,0,1.4536817102137767,59,0,26,2,2,18.05,0.005311043611196588,Low
30,30,30,121,119,4,413.34,3,1,0,1.4536817102137767,49,1,51,0,2,38.29,0.15234275805164232,Low
31,31,31,342,119,2,481.73,5,1,0,1.4536817102137767,28,0,77,0,1,20.03,0.030757365118430774,Low
32,32,32,546,119,4,308.89,4,1,0,1.4536817102137767,68,0,42,1,0,35.45,0.0013660322818674637,Low
33,33,33,398,227,3,335.28,4,3,1,-169.0,18,1,13,1,1,25.37,0.9995150093508437,High
34,34,34,249,119,4,290.49,3,1,0,1.4536817102137767,34,1,37,3,1,8.51,0.09154561477308008,Low
35,35,35,569,119,1,331.26,2,1,0,1.4536817102137767,46,0,95,3,2,41.02,0.0012938217188088064,Low
36,36,36,371,238,2,115.82,5,1,1,-131.0,54,0,38,0,0,23.76,0.9957638841190848,High
37,37,37,41,493,1,246.15,1,3,1,454.0,31,0,59,2,2,23.63,0.9985596197981123,High
38,38,38,47,119,4,43.82,2,1,0,1.4536817102137767,28,0,3,0,1,14.6,0.8918619665134354,High
39,39,39,665,655,4,266.34,4,3,1,-8.0,44,0,57,3,2,30.88,0.9999999523148906,High
40,40,40,79,119,4,351.52,1,1,0,1.4536817102137767,46,1,37,3,1,11.58,0.4157919648846962,Low
41,41,41,367,14,0,334.27,4,0,1,-353.0,69,1,80,3,0,43.44,0.3119079412687956,Low
42,42,42,405,119,0,240.65,2,1,0,1.4536817102137767,33,0,58,2,2,12.93,0.045751417018483176,Low
43,43,43,508,519,1,105.7,3,3,1,13.0,44,1,36,0,1,42.07,0.9999991668365797,High
44,44,44,648,119,3,188.76,3,1,0,1.4536817102137767,66,0,4,2,2,12.68,0.0009150702010643759,Low
45,45,45,318,35,4,294.18,2,0,1,-283.0,69,1,88,2,1,32.7,0.2318824464735528,Low
46,46,46,141,431,3,97.31,2,0,1,292.0,53,0,44,1,1,10.96,0.9881305805155469,High
47,47,47,661,444,3,335.96,2,3,1,-215.0,63,1,45,0,2,19.05,0.9999992811687533,High
48,48,48,474,317,2,344.31,4,2,1,-155.0,36,1,65,0,0,10.99,0.9998976455119845,High
49,49,49,438,119,1,297.62,4,1,0,1.4536817102137767,52,1,49,0,0,16.9,0.015206613448909946,Low
50,50,50,164,565,0,23.6,1,1,1,403.0,37,0,4,0,1,6.53,0.99994326954665,High
51,51,51,451,119,4,495.34,3,1,0,1.4536817102137767,46,0,46,1,0,43.34,0.005878525839366119,Low
52,52,52,417,119,4,49.47,2,1,0,1.4536817102137767,53,0,41,0,0,38.09,0.03288769336678998,Low
53,53,53,436,139,1,359.9,3,1,1,-296.0,55,0,16,1,2,3.01,0.9929860706241203,High
54,54,54,42,119,3,283.79,2,1,0,1.4536817102137767,42,1,74,1,1,30.81,0.510976717580269,Low
55,55,55,119,99,3,352.93,4,0,1,-19.0,34,1,25,2,0,22.83,0.13444108730181742,Low
56,56,56,399,119,2,353.51,4,1,0,1.4536817102137767,39,0,17,1,2,17.72,0.022706570347538133,Low
57,57,57,630,250,0,301.68,2,0,1,-378.0,47,1,8,3,2,30.59,0.999823713983813,High
58,58,58,491,119,3,129.94,5,1,0,1.4536817102137767,65,0,31,3,1,12.83,0.003018926677571798,Low
59,59,59,43,119,2,16.37,2,1,0,1.4536817102137767,32,1,62,0,1,16.08,0.8348912549101368,High
60,60,60,664,417,0,389.83,4,3,1,-245.0,40,0,39,2,0,12.23,0.9999996080499809,High
61,61,61,675,119,3,344.6,4,1,0,1.4536817102137767,28,0,79,3,1,40.95,0.0003873306306024459,Low
62,62,62,345,119,1,195.24,5,1,0,1.4536817102137767,53,0,23,2,0,16.1,0.04286331957048543,Low
63,63,63,324,119,1,428.0,1,1,0,1.4536817102137767,50,0,80,1,2,12.39,0.05229364895581765,Low
64,64,64,552,75,0,429.41,3,3,1,-477.0,53,1,39,1,1,13.22,0.9992501504883495,High
65,65,65,153,262,4,280.61,2,1,1,111.0,32,1,92,1,0,2.34,0.9284661824175007,High
66,66,66,616,119,0,142.71,2,1,0,1.4536817102137767,60,0,73,1,1,19.05,0.0028587623174771795,Low
67,67,67,310,147,4,227.79,3,2,1,-161.0,70,0,25,2,1,27.11,0.9436696431372592,High
68,68,68,316,530,2,394.08,3,3,1,216.0,62,1,21,0,1,12.27,0.9999696795894447,High
69,69,69,527,119,1,266.88,2,1,0,1.4536817102137767,65,0,23,1,1,21.32,0.006669024495266494,Low
70,70,70,509,169,4,87.17,4,1,1,-338.0,46,0,46,2,0,32.02,0.9979135130510989,High
71,71,71,598,119,4,312.45,4,1,0,1.4536817102137767,30,0,2,3,1,33.19,0.0017952798927079684,Low
72,72,72,88,119,4,481.58,3,1,0,1.4536817102137767,39,1,97,1,1,22.71,0.20731580832568997,Low
73,73,73,190,119,1,283.14,5,1,0,1.4536817102137767,62,1,38,0,2,17.53,0.09690976474334198,Low
74,74,74,416,119,4,84.9,5,1,0,1.4536817102137767,67,0,38,2,1,46.26,0.004357572899874251,Low
75,75,75,127,381,2,332.39,5,2,1,256.0,36,1,49,1,1,24.31,0.9815231287987506,High
76,76,76,149,119,2,139.6,5,1,0,1.4536817102137767,34,1,17,3,2,13.87,0.23780207223677075,Low
77,77,77,98,383,0,185.34,2,2,1,287.0,31,0,28,3,2,36.01,0.9915647701356164,High
78,78,78,126,585,4,64.29,2,2,1,461.0,39,1,53,1,0,47.4,0.9996496919392427,High
79,79,79,584,119,2,231.65,5,1,0,1.4536817102137767,58,1,6,1,2,45.83,0.0008601697532816699,Low
80,80,80,91,119,2,44.48,1,1,0,1.4536817102137767,50,1,78,1,0,27.66,0.6064109152546485,Low
81,81,81,445,253,1,429.47,5,1,1,-190.0,39,1,1,2,2,44.36,0.9965806166109121,High
82,82,82,75,240,2,496.22,5,0,1,167.0,67,1,30,2,1,32.87,0.09852914590278185,Low
83,83,83,158,659,2,52.19,1,2,1,503.0,21,0,2,1,2,35.14,0.9999866813754792,High
84,84,84,687,119,0,427.29,3,1,0,1.4536817102137767,51,1,21,3,2,46.46,0.0002891356716347233,Low
85,85,85,102,119,3,283.68,3,1,0,1.4536817102137767,49,1,95,0,1,38.31,0.22775255072477216,Low
86,86,86,430,119,3,255.78,2,1,0,1.4536817102137767,63,0,48,0,1,34.49,0.012721847934683233,Low
87,87,87,214,119,0,478.47,4,1,0,1.4536817102137767,22,0,69,3,2,9.06,0.13961457745670713,Low
88,88,88,345,267,2,78.94,2,0,1,-76.0,23,0,0,0,0,49.94,0.9983587463551719,High
89,89,89,211,119,3,481.66,3,1,0,1.4536817102137767,28,1,34,3,1,20.8,0.1099963296383464,Low
90,90,90,648,119,4,193.16,3,1,0,1.4536817102137767,56,1,3,3,0,26.81,0.0008345155394039003,Low
91,91,91,724,586,4,99.21,1,2,1,-136.0,29,0,9,3,1,30.21,0.9999999868269216,High
92,92,92,274,420,3,394.71,4,0,1,148.0,66,0,18,2,1,16.01,0.9910798500818713,High
93,93,93,209,545,3,230.9,2,1,1,338.0,69,1,1,0,1,26.62,0.9994216306824643,High
94,94,94,458,119,1,296.56,1,1,0,1.4536817102137767,39,0,97,2,2,32.02,0.011087157134341165,Low
95,95,95,57,119,0,490.55,1,1,0,1.4536817102137767,62,1,1,3,2,17.9,0.44650440312431855,Low
96,96,96,168,309,4,496.31,4,1,1,143.0,53,1,87,2,1,10.15,0.7986465604589084,High
97,97,97,707,468,4,104.39,2,1,1,-237.0,58,0,41,0,2,28.68,0.9999992965772438,High
98,98,98,416,119,1,434.25,5,1,0,1.4536817102137767,18,0,82,2,0,7.11,0.022355877003271196,Low
99,99,99,340,727,0,46.61,1,3,1,389.0,42,1,4,0,1,8.9,0.9999999158005854,High
100,100,100,302,119,1,284.49,4,1,0,1.4536817102137767,48,0,55,0,1,39.82,0.05500030692688881,Low
101,101,101,486,595,0,169.93,5,3,1,111.0,40,1,35,0,1,27.73,0.9999995751556183,High
102,102,102,263,119,0,146.37,4,1,0,1.4536817102137767,23,0,63,1,0,42.55,0.2186247732613275,Low
103,103,103,616,119,2,444.43,4,1,0,1.4536817102137767,48,0,20,1,1,28.53,0.0012391791385059825,Low
104,104,104,99,294,3,35.16,3,1,1,197.0,48,0,20,3,1,3.9,0.9148768135173183,High
105,105,105,162,119,3,287.93,4,1,0,1.4536817102137767,66,0,6,1,2,3.37,0.17361198012206058,Low
106,106,106,245,92,0,448.84,2,0,1,-152.0,60,1,13,2,0,26.3,0.5277589263883717,Low
107,107,107,281,119,4,168.68,2,1,0,1.4536817102137767,48,1,15,3,2,44.53,0.04133615690636574,Low
108,108,108,655,119,0,466.62,3,1,0,1.4536817102137767,24,1,82,1,0,8.36,0.002164450174539911,Low
109,109,109,604,119,1,51.56,4,1,0,1.4536817102137767,37,1,95,0,0,44.74,0.0026222516387807704,Low
110,110,110,516,119,4,79.31,1,1,0,1.4536817102137767,37,0,30,2,1,29.18,0.013980130054955492,Low
111,111,111,580,241,3,315.11,5,1,1,-337.0,50,0,69,3,0,37.68,0.9992474291111404,High
112,112,112,497,94,1,259.57,2,2,1,-402.0,55,0,90,0,1,40.28,0.9968239678790216,High
113,113,113,434,119,1,137.72,3,1,0,1.4536817102137767,45,1,78,1,2,1.13,0.018094037308270437,Low
114,114,114,6,119,2,464.67,4,1,0,1.4536817102137767,54,1,19,2,2,19.21,0.39039301872360266,Low
115,115,115,523,149,4,197.66,4,2,1,-372.0,59,0,89,0,1,42.31,0.9973861666548297,High
116,116,116,268,559,0,79.9,4,1,1,293.0,42,0,71,3,0,22.19,0.9998752646610037,High
117,117,117,399,623,2,265.23,4,0,1,226.0,57,1,88,0,1,49.85,0.9999319546181784,High
118,118,118,337,179,0,91.84,2,2,1,-156.0,56,0,67,0,1,31.58,0.9953576411446216,High
119,119,119,102,119,1,468.62,2,1,0,1.4536817102137767,31,1,20,2,1,46.77,0.41060449801188237,Low
120,120,120,585,649,0,245.44,5,0,1,66.0,29,0,28,3,2,25.44,0.9999993053257076,High
121,121,121,248,119,4,116.2,2,1,0,1.4536817102137767,37,1,66,2,1,48.36,0.083588332921302,Low
122,122,122,528,119,3,400.21,3,1,0,1.4536817102137767,69,0,13,3,2,36.32,0.0010860389435499989,Low
123,123,123,550,303,2,490.8,2,0,1,-245.0,37,0,16,0,0,43.37,0.9998562733391457,High
124,124,124,67,119,0,310.14,2,1,0,1.4536817102137767,54,1,62,3,0,22.6,0.46751195479167085,Low
125,125,125,719,119,3,247.46,2,1,0,1.4536817102137767,48,1,48,2,1,19.97,0.0004692280446434471,Low
126,126,126,13,119,3,255.71,2,1,0,1.4536817102137767,57,1,74,0,2,7.64,0.5783765591165142,Low
127,127,127,427,119,0,172.02,1,1,0,1.4536817102137767,46,0,3,0,1,2.75,0.12223278448344825,Low
128,128,128,334,119,1,170.05,2,1,0,1.4536817102137767,23,1,52,1,0,35.55,0.1396766291965282,Low
129,129,129,464,119,4,314.35,3,1,0,1.4536817102137767,22,1,23,0,2,15.81,0.017132778981071538,Low
130,130,130,420,119,2,319.34,1,1,0,1.4536817102137767,54,1,74,2,1,18.74,0.012882843545654598,Low
131,131,131,509,280,0,219.29,2,0,1,-227.0,56,1,56,0,0,32.59,0.9995654225023308,High
132,132,132,45,609,2,174.94,1,1,1,566.0,62,0,43,3,1,22.43,0.9973880713043946,High
133,133,133,428,119,3,85.28,2,1,0,1.4536817102137767,20,0,68,0,0,1.55,0.10765766636047876,Low
134,134,134,24,4,0,18.83,1,3,1,-20.0,27,1,19,2,2,1.57,0.47103083128358375,Low
135,135,135,516,194,2,291.09,4,0,1,-320.0,19,0,6,1,0,8.37,0.9994198432317363,High
136,136,136,22,159,4,386.51,1,3,1,139.0,27,1,46,0,2,10.19,0.6932245523959695,Low
137,137,137,563,375,2,285.21,4,2,1,-186.0,32,1,39,1,1,40.21,0.999984570252097,High
138,138,138,212,119,1,238.63,2,1,0,1.4536817102137767,46,0,20,0,0,20.89,0.43045405034078793,Low
139,139,139,464,283,0,16.55,4,0,1,-179.0,21,0,26,0,0,22.61,0.9998340882091628,High
140,140,140,647,285,3,161.94,5,0,1,-360.0,68,0,58,2,2,35.96,0.9995683953972073,High
141,141,141,209,496,1,173.42,1,3,1,289.0,33,0,28,2,0,26.04,0.9999555740323465,High
142,142,142,289,119,2,199.13,4,1,0,1.4536817102137767,50,0,9,0,0,4.82,0.17324538060716457,Low
143,143,143,0,119,2,219.56,1,1,0,1.4536817102137767,24,0,3,1,2,1.05,0.9399029040893401,High
144,144,144,580,499,4,288.71,3,1,1,-79.0,60,1,53,0,0,42.11,0.9999925836257514,High
145,145,145,282,119,1,66.65,2,1,0,1.4536817102137767,58,0,90,3,0,38.8,0.06846928428532796,Low
146,146,146,650,119,1,328.09,3,1,0,1.4536817102137767,59,0,22,2,1,8.73,0.0012834618169758095,Low
147,147,147,717,119,1,222.62,3,1,0,1.4536817102137767,53,0,77,3,0,10.03,0.00054593913463442,Low
148,148,148,665,119,4,404.5,1,1,0,1.4536817102137767,31,0,75,2,0,44.89,0.0009989608371901645,Low
149,149,149,653,119,4,438.43,4,1,0,1.4536817102137767,32,1,4,0,0,26.75,0.0013559140858725946,Low
150,150,150,609,53,0,402.79,2,3,1,-556.0,23,0,31,3,1,2.22,0.9998816660219675,High
151,151,151,273,119,4,140.06,1,1,0,1.4536817102137767,42,1,35,2,1,33.08,0.10856414080998147,Low
152,152,152,565,119,3,255.92,1,1,0,1.4536817102137767,18,0,80,1,2,33.02,0.006751008624420331,Low
153,153,153,658,36,1,444.83,1,1,1,-622.0,20,0,12,3,0,26.84,0.9996556355964211,High
154,154,154,584,119,2,27.23,3,1,0,1.4536817102137767,42,1,52,0,0,49.27,0.004521415827153577,Low
155,155,155,543,28,0,332.49,4,0,1,-515.0,66,0,38,0,0,34.21,0.9756069466986813,High
156,156,156,396,119,3,469.69,5,1,0,1.4536817102137767,28,0,19,2,0,22.43,0.01917198902528162,Low
157,157,157,542,119,0,31.93,5,1,0,1.4536817102137767,40,1,94,1,2,5.75,0.004279788237418358,Low
158,158,158,188,119,0,24.41,5,1,0,1.4536817102137767,69,1,34,0,1,22.26,0.1808840790160398,Low
159,159,159,257,600,1,217.79,4,1,1,345.0,40,1,59,3,0,34.27,0.9998364231980001,High
160,160,160,307,634,1,434.66,2,2,1,329.0,19,0,80,1,2,49.39,0.9999886875442147,High
161,161,161,485,119,0,32.48,2,1,0,1.4536817102137767,57,0,42,2,2,9.27,0.01723587047049605,Low
162,162,162,552,76,4,231.11,5,0,1,-476.0,40,0,56,0,1,21.38,0.9885001999460536,High
163,163,163,116,620,4,291.43,4,1,1,506.0,22,1,71,3,0,8.13,0.9990774841654445,High
164,164,164,518,638,2,128.65,1,0,1,122.0,37,0,59,1,1,1.9,0.9999994666655756,High
165,165,165,273,576,0,396.48,5,3,1,305.0,69,1,30,1,0,39.19,0.9999279489672454,High
166,166,166,72,119,0,300.03,1,1,0,1.4536817102137767,42,1,90,0,1,46.37,0.5624538558911456,Low
167,167,167,685,331,0,324.85,5,1,1,-352.0,51,0,63,1,0,20.53,0.9999891898826057,High
168,168,168,243,119,4,443.71,3,1,0,1.4536817102137767,19,0,96,0,0,46.28,0.10847367692838905,Low
169,169,169,443,154,0,458.16,5,1,1,-287.0,24,0,54,3,0,5.2,0.9948812443106402,High
170,170,170,334,492,1,118.2,5,0,1,160.0,32,1,93,2,2,43.34,0.9989767621170731,High
171,171,171,350,546,3,138.23,2,3,1,198.0,28,0,95,3,0,42.31,0.9999907122374513,High
172,172,172,603,681,4,47.05,3,2,1,80.0,43,0,22,2,0,45.62,0.9999999568108754,High
173,173,173,155,634,4,9.03,5,2,1,481.0,39,1,29,0,2,37.1,0.9998165867109744,High
174,174,174,420,119,4,143.73,2,1,0,1.4536817102137767,49,0,14,3,1,7.07,0.025131942087396567,Low
175,175,175,618,386,1,381.39,1,0,1,-230.0,24,0,73,1,1,45.86,0.9999874671307716,High
176,176,176,603,119,2,140.05,5,1,0,1.4536817102137767,67,0,71,3,1,22.06,0.0005448144508134619,Low
177,177,177,564,119,4,326.97,4,1,0,1.4536817102137767,26,0,58,3,1,17.41,0.0022158160013181186,Low
178,178,178,94,119,0,130.9,2,1,0,1.4536817102137767,59,1,69,2,0,14.17,0.5171155910213683,Low
179,179,179,376,3,2,80.81,5,2,1,-373.0,61,1,16,2,2,30.75,0.8276017770501646,High
180,180,180,139,119,1,233.21,1,1,0,1.4536817102137767,54,0,33,1,2,2.79,0.5215685181242626,Low
181,181,181,630,275,2,244.32,5,2,1,-353.0,56,0,35,3,2,27.21,0.9999249337483617,High
182,182,182,303,631,1,69.89,4,3,1,330.0,41,1,20,0,0,32.4,0.999997567364151,High
183,183,183,89,296,4,340.06,3,2,1,209.0,56,0,92,0,1,27.27,0.8399952088092427,High
184,184,184,320,165,4,191.81,4,0,1,-153.0,34,0,77,1,0,7.94,0.9374788260135853,High
185,185,185,353,119,0,488.64,4,1,0,1.4536817102137767,25,1,2,2,2,17.8,0.0424357810389256,Low
186,186,186,516,114,1,360.81,3,3,1,-401.0,61,1,1,3,1,49.0,0.9981826071164476,High
187,187,187,618,431,3,142.79,1,2,1,-185.0,56,1,56,3,1,19.22,0.9999972210620962,High
188,188,188,206,446,1,356.89,2,1,1,242.0,36,0,27,1,2,32.57,0.9983263619075888,High
189,189,189,646,119,1,406.41,1,1,0,1.4536817102137767,36,1,63,1,0,49.99,0.001721030343774629,Low
190,190,190,52,119,0,55.35,3,1,0,1.4536817102137767,62,0,40,1,0,30.11,0.6970517222988114,Low
191,191,191,341,90,4,323.29,1,2,1,-250.0,55,1,58,2,0,40.46,0.9365456945801247,High
192,192,192,631,119,1,178.98,4,1,0,1.4536817102137767,27,1,38,0,1,21.41,0.003697076545043644,Low
193,193,193,461,119,3,482.75,3,1,0,1.4536817102137767,32,0,35,0,2,42.34,0.008329151505735504,Low
194,194,194,372,128,1,136.22,2,3,1,-243.0,20,0,34,0,0,25.96,0.9994034450501572,High
195,195,195,194,119,3,182.01,4,1,0,1.4536817102137767,24,1,6,3,1,27.82,0.2199516475792296,Low
196,196,196,465,144,2,6.5,5,3,1,-320.0,51,1,72,0,0,23.83,0.999040675764342,High
197,197,197,27,119,2,124.46,4,1,0,1.4536817102137767,63,1,66,1,2,49.97,0.28655418777137376,Low
198,198,198,403,119,3,13.04,5,1,0,1.4536817102137767,44,0,26,0,1,32.34,0.028274552533766338,Low
199,199,199,154,119,3,252.78,1,1,0,1.4536817102137767,45,1,56,2,2,18.98,0.24773432365946343,Low
200,200,200,540,119,1,82.57,5,1,0,1.4536817102137767,62,0,73,0,1,44.8,0.0022743113949909685,Low
201,201,201,155,119,2,47.64,1,1,0,1.4536817102137767,19,1,93,2,1,33.04,0.4881646465129762,Low
202,202,202,648,119,2,323.61,2,1,0,1.4536817102137767,33,0,14,0,0,9.07,0.006535908001572121,Low
203,203,203,469,119,1,325.87,4,1,0,1.4536817102137767,60,1,19,0,0,27.15,0.00872325738390079,Low
204,204,204,114,533,1,362.81,5,2,1,421.0,37,1,4,2,0,21.11,0.9987386734773873,High
205,205,205,727,119,3,317.9,4,1,0,1.4536817102137767,68,1,98,0,1,29.84,9.769361412136276e-05,Low
206,206,206,604,119,4,419.62,1,1,0,1.4536817102137767,19,1,93,3,2,40.75,0.001000580038942438,Low
207,207,207,606,119,3,279.06,5,1,0,1.4536817102137767,54,1,38,1,0,42.67,0.0007104867068065443,Low
208,208,208,330,119,2,435.0,3,1,0,1.4536817102137767,64,1,2,1,2,8.42,0.02610837191079767,Low
209,209,209,566,292,2,358.69,5,3,1,-272.0,68,0,31,2,2,49.22,0.9998641723178494,High
210,210,210,172,119,1,321.88,1,1,0,1.4536817102137767,60,0,68,0,0,13.48,0.38377935297156573,Low
211,211,211,344,41,0,198.21,2,2,1,-303.0,67,0,55,1,1,47.3,0.921133672767541,High
212,212,212,651,295,4,54.72,5,2,1,-354.0,69,1,12,1,1,7.16,0.9999782416681444,High
213,213,213,310,502,2,488.4,3,2,1,194.0,51,0,90,1,2,19.88,0.9997290158121832,High
214,214,214,205,407,0,270.92,1,1,1,204.0,36,0,20,3,2,19.62,0.9980193381115936,High
215,215,215,693,119,4,465.76,1,1,0,1.4536817102137767,66,0,63,0,1,22.73,0.0004169143828829181,Low
216,216,216,43,119,4,102.7,1,1,0,1.4536817102137767,53,1,18,3,1,35.21,0.5475266046808455,Low
217,217,217,505,119,4,489.62,1,1,0,1.4536817102137767,61,0,95,3,1,32.34,0.001373460352609805,Low
218,218,218,325,119,1,221.05,2,1,0,1.4536817102137767,29,0,14,3,0,18.29,0.17099183657127962,Low
219,219,219,713,450,1,393.44,3,2,1,-261.0,52,1,67,2,2,33.6,0.9999987819229885,High
220,220,220,312,323,1,128.35,3,2,1,13.0,37,1,61,2,2,15.47,0.9987312600930558,High
221,221,221,108,334,4,144.86,4,0,1,228.0,64,1,15,1,1,7.51,0.7832507033457333,High
222,222,222,386,119,3,179.56,2,1,0,1.4536817102137767,28,0,43,0,0,45.92,0.07300073530311518,Low
223,223,223,159,512,1,409.65,2,2,1,355.0,64,1,16,0,0,43.1,0.9990209118327561,High
224,224,224,89,101,3,170.03,3,1,1,13.0,21,1,72,3,2,23.19,0.18079567368770025,Low
225,225,225,309,119,0,367.8,5,1,0,1.4536817102137767,61,1,76,2,2,21.98,0.011740237398715965,Low
226,226,226,194,119,0,143.01,4,1,0,1.4536817102137767,50,1,67,3,2,46.55,0.07367104118368613,Low
227,227,227,267,402,0,277.15,1,3,1,137.0,67,1,93,0,1,46.01,0.9994049140236382,High
228,228,228,274,119,0,261.91,3,1,0,1.4536817102137767,65,1,68,0,2,48.16,0.03594679352503448,Low
229,229,229,156,407,3,427.99,2,1,1,253.0,62,1,29,1,1,15.63,0.980895436086118,High
230,230,230,131,522,3,130.63,1,1,1,393.0,40,0,49,2,1,12.37,0.9989228285652958,High
231,231,231,305,119,4,185.67,5,1,0,1.4536817102137767,33,1,30,3,2,14.27,0.029371881607763453,Low
232,232,232,615,539,3,345.5,5,1,1,-74.0,56,1,54,2,2,23.75,0.9999938180502901,High
233,233,233,103,119,0,427.1,4,1,0,1.4536817102137767,44,1,0,1,0,8.08,0.5382181307095067,Low
234,234,234,5,119,4,54.41,2,1,0,1.4536817102137767,61,1,79,1,0,22.8,0.6264226314084568,Low
235,235,235,278,119,3,273.54,1,1,0,1.4536817102137767,22,0,77,3,1,12.52,0.1532798644417543,Low
236,236,236,297,199,3,329.59,4,0,1,-96.0,41,1,15,3,2,8.74,0.8738775002461346,High
237,237,237,343,405,3,359.73,5,3,1,64.0,50,0,83,3,2,11.7,0.9994065960361401,High
238,238,238,533,597,4,378.25,5,0,1,66.0,27,1,71,1,2,23.41,0.9999894571648208,High
239,239,239,641,119,1,150.56,5,1,0,1.4536817102137767,50,1,81,2,2,4.04,0.0006180683607145443,Low
240,240,240,347,119,4,291.63,1,1,0,1.4536817102137767,53,1,88,2,0,13.87,0.027306225820788187,Low
241,241,241,69,483,1,151.4,1,0,1,416.0,24,1,6,1,0,39.16,0.9951517467378739,High
242,242,242,417,68,1,89.8,5,3,1,-349.0,43,0,21,3,2,7.86,0.9940176732353251,High
243,243,243,390,35,1,246.71,3,2,1,-355.0,18,1,42,2,2,1.18,0.9844382278774207,High
244,244,244,590,162,4,150.75,2,0,1,-426.0,24,0,22,1,0,25.88,0.9996825823283024,High
245,245,245,197,119,2,478.53,1,1,0,1.4536817102137767,64,0,81,0,2,32.12,0.09527083516468693,Low
246,246,246,418,119,1,72.07,3,1,0,1.4536817102137767,67,0,5,1,1,39.03,0.02214346837322429,Low
247,247,247,586,610,4,331.08,3,1,1,26.0,65,1,54,2,1,33.08,0.9999974212287611,High
248,248,248,169,611,0,27.39,3,0,1,444.0,56,0,99,1,0,42.79,0.9992535003354811,High
249,249,249,55,721,3,341.03,4,1,1,668.0,69,0,59,2,0,2.42,0.9989966384822603,High
250,250,250,36,699,4,299.98,4,0,1,665.0,43,0,78,0,1,35.3,0.9964378981035042,High
251,251,251,299,119,2,14.88,4,1,0,1.4536817102137767,41,1,79,0,2,18.97,0.07066457443817828,Low
